title,artist,year,popularity,tags,phrases,reason
Found Song,Duke Ellington,,66,"jazz,big band,swing","found,song,duke ellington","Exact match: ""Found Song"""
True Song,Duke Ellington,,90,"jazz,big band,swing","true,song,duke ellington","Exact match: ""True Song"""
Faded Song,Duke Ellington,,86,"jazz,big band,swing","faded,song,duke ellington","Adjective+Type pattern: ""Faded Song"""
Shining Song,Duke Ellington,,83,"jazz,big band,swing","shining,song,duke ellington","Adjective+Type pattern: ""Shining Song"""
Burning Song,Duke Ellington,,69,"jazz,big band,swing","burning,song,duke ellington","Adjective+Type pattern: ""Burning Song"""
Rising Song,Duke Ellington,,90,"jazz,big band,swing","rising,song,duke ellington","Adjective+Type pattern: ""Rising Song"""
Blue Track,Duke Ellington,,65,"jazz,big band,swing","blue,track,duke ellington","Adjective+Type pattern: ""Blue Track"""
Red Track,Duke Ellington,,76,"jazz,big band,swing","red,track,duke ellington","Adjective+Type pattern: ""Red Track"""
Golden Track,Duke Ellington,,88,"jazz,big band,swing","golden,track,duke ellington","Adjective+Type pattern: ""Golden Track"""
Silver Track,Duke Ellington,,93,"jazz,big band,swing","silver,track,duke ellington","Adjective+Type pattern: ""Silver Track"""
Dark Track,Duke Ellington,,65,"jazz,big band,swing","dark,track,duke ellington","Adjective+Type pattern: ""Dark Track"""
Bright Track,Duke Ellington,,73,"jazz,big band,swing","bright,track,duke ellington","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Duke Ellington,,65,"jazz,big band,swing","sweet,track,duke ellington","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Duke Ellington,,93,"jazz,big band,swing","wild,track,duke ellington","Adjective+Type pattern: ""Wild Track"""
Free Track,Duke Ellington,,89,"jazz,big band,swing","free,track,duke ellington","Adjective+Type pattern: ""Free Track"""
Lost Track,Duke Ellington,,65,"jazz,big band,swing","lost,track,duke ellington","Exact match: ""Lost Track"""
Found Track,Duke Ellington,,91,"jazz,big band,swing","found,track,duke ellington","Exact match: ""Found Track"""
True Track,Duke Ellington,,80,"jazz,big band,swing","true,track,duke ellington","Exact match: ""True Track"""
Faded Track,Duke Ellington,,90,"jazz,big band,swing","faded,track,duke ellington","Adjective+Type pattern: ""Faded Track"""
Shining Track,Duke Ellington,,82,"jazz,big band,swing","shining,track,duke ellington","Adjective+Type pattern: ""Shining Track"""
Burning Track,Duke Ellington,,85,"jazz,big band,swing","burning,track,duke ellington","Adjective+Type pattern: ""Burning Track"""
Rising Track,Duke Ellington,,91,"jazz,big band,swing","rising,track,duke ellington","Adjective+Type pattern: ""Rising Track"""
Blue Anthem,Duke Ellington,,69,"jazz,big band,swing","blue,anthem,duke ellington","Adjective+Type pattern: ""Blue Anthem"""
Red Anthem,Duke Ellington,,84,"jazz,big band,swing","red,anthem,duke ellington","Adjective+Type pattern: ""Red Anthem"""
Golden Anthem,Duke Ellington,,65,"jazz,big band,swing","golden,anthem,duke ellington","Adjective+Type pattern: ""Golden Anthem"""
Blue Song,Charlie Parker,,93,"jazz,bebop,saxophone","blue,song,charlie parker","Adjective+Type pattern: ""Blue Song"""
Red Song,Charlie Parker,,73,"jazz,bebop,saxophone","red,song,charlie parker","Adjective+Type pattern: ""Red Song"""
Golden Song,Charlie Parker,,68,"jazz,bebop,saxophone","golden,song,charlie parker","Adjective+Type pattern: ""Golden Song"""
Silver Song,Charlie Parker,,87,"jazz,bebop,saxophone","silver,song,charlie parker","Adjective+Type pattern: ""Silver Song"""
Dark Song,Charlie Parker,,73,"jazz,bebop,saxophone","dark,song,charlie parker","Adjective+Type pattern: ""Dark Song"""
Bright Song,Charlie Parker,,65,"jazz,bebop,saxophone","bright,song,charlie parker","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Charlie Parker,,86,"jazz,bebop,saxophone","sweet,song,charlie parker","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Charlie Parker,,76,"jazz,bebop,saxophone","wild,song,charlie parker","Adjective+Type pattern: ""Wild Song"""
Free Song,Charlie Parker,,68,"jazz,bebop,saxophone","free,song,charlie parker","Adjective+Type pattern: ""Free Song"""
Lost Song,Charlie Parker,,84,"jazz,bebop,saxophone","lost,song,charlie parker","Exact match: ""Lost Song"""
Found Song,Charlie Parker,,90,"jazz,bebop,saxophone","found,song,charlie parker","Exact match: ""Found Song"""
True Song,Charlie Parker,,68,"jazz,bebop,saxophone","true,song,charlie parker","Exact match: ""True Song"""
Faded Song,Charlie Parker,,91,"jazz,bebop,saxophone","faded,song,charlie parker","Adjective+Type pattern: ""Faded Song"""
Shining Song,Charlie Parker,,83,"jazz,bebop,saxophone","shining,song,charlie parker","Adjective+Type pattern: ""Shining Song"""
Burning Song,Charlie Parker,,65,"jazz,bebop,saxophone","burning,song,charlie parker","Adjective+Type pattern: ""Burning Song"""
Rising Song,Charlie Parker,,92,"jazz,bebop,saxophone","rising,song,charlie parker","Adjective+Type pattern: ""Rising Song"""
Blue Track,Charlie Parker,,92,"jazz,bebop,saxophone","blue,track,charlie parker","Adjective+Type pattern: ""Blue Track"""
Red Track,Charlie Parker,,76,"jazz,bebop,saxophone","red,track,charlie parker","Adjective+Type pattern: ""Red Track"""
Golden Track,Charlie Parker,,66,"jazz,bebop,saxophone","golden,track,charlie parker","Adjective+Type pattern: ""Golden Track"""
Silver Track,Charlie Parker,,79,"jazz,bebop,saxophone","silver,track,charlie parker","Adjective+Type pattern: ""Silver Track"""
Dark Track,Charlie Parker,,70,"jazz,bebop,saxophone","dark,track,charlie parker","Adjective+Type pattern: ""Dark Track"""
Bright Track,Charlie Parker,,94,"jazz,bebop,saxophone","bright,track,charlie parker","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Charlie Parker,,94,"jazz,bebop,saxophone","sweet,track,charlie parker","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Charlie Parker,,69,"jazz,bebop,saxophone","wild,track,charlie parker","Adjective+Type pattern: ""Wild Track"""
Free Track,Charlie Parker,,73,"jazz,bebop,saxophone","free,track,charlie parker","Adjective+Type pattern: ""Free Track"""
Lost Track,Charlie Parker,,84,"jazz,bebop,saxophone","lost,track,charlie parker","Exact match: ""Lost Track"""
Found Track,Charlie Parker,,81,"jazz,bebop,saxophone","found,track,charlie parker","Exact match: ""Found Track"""
True Track,Charlie Parker,,73,"jazz,bebop,saxophone","true,track,charlie parker","Exact match: ""True Track"""
Faded Track,Charlie Parker,,94,"jazz,bebop,saxophone","faded,track,charlie parker","Adjective+Type pattern: ""Faded Track"""
Shining Track,Charlie Parker,,94,"jazz,bebop,saxophone","shining,track,charlie parker","Adjective+Type pattern: ""Shining Track"""
Blue Song,Billie Holiday,,86,"jazz,vocal,blues","blue,song,billie holiday","Adjective+Type pattern: ""Blue Song"""
Red Song,Billie Holiday,,75,"jazz,vocal,blues","red,song,billie holiday","Adjective+Type pattern: ""Red Song"""
Golden Song,Billie Holiday,,67,"jazz,vocal,blues","golden,song,billie holiday","Adjective+Type pattern: ""Golden Song"""
Silver Song,Billie Holiday,,89,"jazz,vocal,blues","silver,song,billie holiday","Adjective+Type pattern: ""Silver Song"""
Dark Song,Billie Holiday,,79,"jazz,vocal,blues","dark,song,billie holiday","Adjective+Type pattern: ""Dark Song"""
Bright Song,Billie Holiday,,77,"jazz,vocal,blues","bright,song,billie holiday","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Billie Holiday,,75,"jazz,vocal,blues","sweet,song,billie holiday","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Billie Holiday,,87,"jazz,vocal,blues","wild,song,billie holiday","Adjective+Type pattern: ""Wild Song"""
Free Song,Billie Holiday,,69,"jazz,vocal,blues","free,song,billie holiday","Adjective+Type pattern: ""Free Song"""
Lost Song,Billie Holiday,,82,"jazz,vocal,blues","lost,song,billie holiday","Exact match: ""Lost Song"""
Found Song,Billie Holiday,,77,"jazz,vocal,blues","found,song,billie holiday","Exact match: ""Found Song"""
True Song,Billie Holiday,,82,"jazz,vocal,blues","true,song,billie holiday","Exact match: ""True Song"""
Faded Song,Billie Holiday,,71,"jazz,vocal,blues","faded,song,billie holiday","Adjective+Type pattern: ""Faded Song"""
Shining Song,Billie Holiday,,84,"jazz,vocal,blues","shining,song,billie holiday","Adjective+Type pattern: ""Shining Song"""
Burning Song,Billie Holiday,,76,"jazz,vocal,blues","burning,song,billie holiday","Adjective+Type pattern: ""Burning Song"""
Rising Song,Billie Holiday,,70,"jazz,vocal,blues","rising,song,billie holiday","Adjective+Type pattern: ""Rising Song"""
Blue Track,Billie Holiday,,73,"jazz,vocal,blues","blue,track,billie holiday","Adjective+Type pattern: ""Blue Track"""
Red Track,Billie Holiday,,84,"jazz,vocal,blues","red,track,billie holiday","Adjective+Type pattern: ""Red Track"""
Golden Track,Billie Holiday,,83,"jazz,vocal,blues","golden,track,billie holiday","Adjective+Type pattern: ""Golden Track"""
Silver Track,Billie Holiday,,92,"jazz,vocal,blues","silver,track,billie holiday","Adjective+Type pattern: ""Silver Track"""
Dark Track,Billie Holiday,,83,"jazz,vocal,blues","dark,track,billie holiday","Adjective+Type pattern: ""Dark Track"""
Bright Track,Billie Holiday,,94,"jazz,vocal,blues","bright,track,billie holiday","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Billie Holiday,,84,"jazz,vocal,blues","sweet,track,billie holiday","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Billie Holiday,,92,"jazz,vocal,blues","wild,track,billie holiday","Adjective+Type pattern: ""Wild Track"""
Free Track,Billie Holiday,,78,"jazz,vocal,blues","free,track,billie holiday","Adjective+Type pattern: ""Free Track"""
Lost Track,Billie Holiday,,89,"jazz,vocal,blues","lost,track,billie holiday","Exact match: ""Lost Track"""
Found Track,Billie Holiday,,69,"jazz,vocal,blues","found,track,billie holiday","Exact match: ""Found Track"""
True Track,Billie Holiday,,94,"jazz,vocal,blues","true,track,billie holiday","Exact match: ""True Track"""
Faded Track,Billie Holiday,,72,"jazz,vocal,blues","faded,track,billie holiday","Adjective+Type pattern: ""Faded Track"""
Shining Track,Billie Holiday,,65,"jazz,vocal,blues","shining,track,billie holiday","Adjective+Type pattern: ""Shining Track"""
Blue Song,Thelonious Monk,,69,"jazz,piano,bebop","blue,song,thelonious monk","Adjective+Type pattern: ""Blue Song"""
Red Song,Thelonious Monk,,77,"jazz,piano,bebop","red,song,thelonious monk","Adjective+Type pattern: ""Red Song"""
Golden Song,Thelonious Monk,,68,"jazz,piano,bebop","golden,song,thelonious monk","Adjective+Type pattern: ""Golden Song"""
Silver Song,Thelonious Monk,,69,"jazz,piano,bebop","silver,song,thelonious monk","Adjective+Type pattern: ""Silver Song"""
Dark Song,Thelonious Monk,,80,"jazz,piano,bebop","dark,song,thelonious monk","Adjective+Type pattern: ""Dark Song"""
Bright Song,Thelonious Monk,,76,"jazz,piano,bebop","bright,song,thelonious monk","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Thelonious Monk,,69,"jazz,piano,bebop","sweet,song,thelonious monk","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Thelonious Monk,,82,"jazz,piano,bebop","wild,song,thelonious monk","Adjective+Type pattern: ""Wild Song"""
Free Song,Thelonious Monk,,84,"jazz,piano,bebop","free,song,thelonious monk","Adjective+Type pattern: ""Free Song"""
Lost Song,Thelonious Monk,,68,"jazz,piano,bebop","lost,song,thelonious monk","Exact match: ""Lost Song"""
Found Song,Thelonious Monk,,94,"jazz,piano,bebop","found,song,thelonious monk","Exact match: ""Found Song"""
True Song,Thelonious Monk,,78,"jazz,piano,bebop","true,song,thelonious monk","Exact match: ""True Song"""
Faded Song,Thelonious Monk,,88,"jazz,piano,bebop","faded,song,thelonious monk","Adjective+Type pattern: ""Faded Song"""
Shining Song,Thelonious Monk,,86,"jazz,piano,bebop","shining,song,thelonious monk","Adjective+Type pattern: ""Shining Song"""
Burning Song,Thelonious Monk,,68,"jazz,piano,bebop","burning,song,thelonious monk","Adjective+Type pattern: ""Burning Song"""
Rising Song,Thelonious Monk,,79,"jazz,piano,bebop","rising,song,thelonious monk","Adjective+Type pattern: ""Rising Song"""
Blue Track,Thelonious Monk,,92,"jazz,piano,bebop","blue,track,thelonious monk","Adjective+Type pattern: ""Blue Track"""
Red Track,Thelonious Monk,,66,"jazz,piano,bebop","red,track,thelonious monk","Adjective+Type pattern: ""Red Track"""
Golden Track,Thelonious Monk,,84,"jazz,piano,bebop","golden,track,thelonious monk","Adjective+Type pattern: ""Golden Track"""
Silver Track,Thelonious Monk,,80,"jazz,piano,bebop","silver,track,thelonious monk","Adjective+Type pattern: ""Silver Track"""
Dark Track,Thelonious Monk,,86,"jazz,piano,bebop","dark,track,thelonious monk","Adjective+Type pattern: ""Dark Track"""
Bright Track,Thelonious Monk,,79,"jazz,piano,bebop","bright,track,thelonious monk","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Thelonious Monk,,82,"jazz,piano,bebop","sweet,track,thelonious monk","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Thelonious Monk,,85,"jazz,piano,bebop","wild,track,thelonious monk","Adjective+Type pattern: ""Wild Track"""
Free Track,Thelonious Monk,,86,"jazz,piano,bebop","free,track,thelonious monk","Adjective+Type pattern: ""Free Track"""
Lost Track,Thelonious Monk,,83,"jazz,piano,bebop","lost,track,thelonious monk","Exact match: ""Lost Track"""
Found Track,Thelonious Monk,,88,"jazz,piano,bebop","found,track,thelonious monk","Exact match: ""Found Track"""
True Track,Thelonious Monk,,84,"jazz,piano,bebop","true,track,thelonious monk","Exact match: ""True Track"""
Faded Track,Thelonious Monk,,66,"jazz,piano,bebop","faded,track,thelonious monk","Adjective+Type pattern: ""Faded Track"""
Shining Track,Thelonious Monk,,74,"jazz,piano,bebop","shining,track,thelonious monk","Adjective+Type pattern: ""Shining Track"""
Blue Song,Count Basie,,74,"jazz,big band,swing","blue,song,count basie","Adjective+Type pattern: ""Blue Song"""
Red Song,Count Basie,,72,"jazz,big band,swing","red,song,count basie","Adjective+Type pattern: ""Red Song"""
Golden Song,Count Basie,,70,"jazz,big band,swing","golden,song,count basie","Adjective+Type pattern: ""Golden Song"""
Silver Song,Count Basie,,77,"jazz,big band,swing","silver,song,count basie","Adjective+Type pattern: ""Silver Song"""
Dark Song,Count Basie,,94,"jazz,big band,swing","dark,song,count basie","Adjective+Type pattern: ""Dark Song"""
Bright Song,Count Basie,,76,"jazz,big band,swing","bright,song,count basie","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Count Basie,,71,"jazz,big band,swing","sweet,song,count basie","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Count Basie,,84,"jazz,big band,swing","wild,song,count basie","Adjective+Type pattern: ""Wild Song"""
Free Song,Count Basie,,75,"jazz,big band,swing","free,song,count basie","Adjective+Type pattern: ""Free Song"""
Lost Song,Count Basie,,69,"jazz,big band,swing","lost,song,count basie","Exact match: ""Lost Song"""
Found Song,Count Basie,,89,"jazz,big band,swing","found,song,count basie","Exact match: ""Found Song"""
True Song,Count Basie,,72,"jazz,big band,swing","true,song,count basie","Exact match: ""True Song"""
Faded Song,Count Basie,,70,"jazz,big band,swing","faded,song,count basie","Adjective+Type pattern: ""Faded Song"""
Shining Song,Count Basie,,73,"jazz,big band,swing","shining,song,count basie","Adjective+Type pattern: ""Shining Song"""
Burning Song,Count Basie,,79,"jazz,big band,swing","burning,song,count basie","Adjective+Type pattern: ""Burning Song"""
Rising Song,Count Basie,,84,"jazz,big band,swing","rising,song,count basie","Adjective+Type pattern: ""Rising Song"""
Blue Track,Count Basie,,88,"jazz,big band,swing","blue,track,count basie","Adjective+Type pattern: ""Blue Track"""
Red Track,Count Basie,,86,"jazz,big band,swing","red,track,count basie","Adjective+Type pattern: ""Red Track"""
Golden Track,Count Basie,,76,"jazz,big band,swing","golden,track,count basie","Adjective+Type pattern: ""Golden Track"""
Silver Track,Count Basie,,68,"jazz,big band,swing","silver,track,count basie","Adjective+Type pattern: ""Silver Track"""
Dark Track,Count Basie,,71,"jazz,big band,swing","dark,track,count basie","Adjective+Type pattern: ""Dark Track"""
Bright Track,Count Basie,,80,"jazz,big band,swing","bright,track,count basie","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Count Basie,,71,"jazz,big band,swing","sweet,track,count basie","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Count Basie,,83,"jazz,big band,swing","wild,track,count basie","Adjective+Type pattern: ""Wild Track"""
Free Track,Count Basie,,71,"jazz,big band,swing","free,track,count basie","Adjective+Type pattern: ""Free Track"""
Blue Song,Dizzy Gillespie,,70,"jazz,bebop,trumpet","blue,song,dizzy gillespie","Adjective+Type pattern: ""Blue Song"""
Red Song,Dizzy Gillespie,,94,"jazz,bebop,trumpet","red,song,dizzy gillespie","Adjective+Type pattern: ""Red Song"""
Golden Song,Dizzy Gillespie,,73,"jazz,bebop,trumpet","golden,song,dizzy gillespie","Adjective+Type pattern: ""Golden Song"""
Silver Song,Dizzy Gillespie,,91,"jazz,bebop,trumpet","silver,song,dizzy gillespie","Adjective+Type pattern: ""Silver Song"""
Dark Song,Dizzy Gillespie,,79,"jazz,bebop,trumpet","dark,song,dizzy gillespie","Adjective+Type pattern: ""Dark Song"""
Bright Song,Dizzy Gillespie,,78,"jazz,bebop,trumpet","bright,song,dizzy gillespie","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Dizzy Gillespie,,81,"jazz,bebop,trumpet","sweet,song,dizzy gillespie","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Dizzy Gillespie,,71,"jazz,bebop,trumpet","wild,song,dizzy gillespie","Adjective+Type pattern: ""Wild Song"""
Free Song,Dizzy Gillespie,,83,"jazz,bebop,trumpet","free,song,dizzy gillespie","Adjective+Type pattern: ""Free Song"""
Lost Song,Dizzy Gillespie,,84,"jazz,bebop,trumpet","lost,song,dizzy gillespie","Exact match: ""Lost Song"""
Found Song,Dizzy Gillespie,,77,"jazz,bebop,trumpet","found,song,dizzy gillespie","Exact match: ""Found Song"""
True Song,Dizzy Gillespie,,71,"jazz,bebop,trumpet","true,song,dizzy gillespie","Exact match: ""True Song"""
Faded Song,Dizzy Gillespie,,69,"jazz,bebop,trumpet","faded,song,dizzy gillespie","Adjective+Type pattern: ""Faded Song"""
Shining Song,Dizzy Gillespie,,68,"jazz,bebop,trumpet","shining,song,dizzy gillespie","Adjective+Type pattern: ""Shining Song"""
Burning Song,Dizzy Gillespie,,77,"jazz,bebop,trumpet","burning,song,dizzy gillespie","Adjective+Type pattern: ""Burning Song"""
Rising Song,Dizzy Gillespie,,80,"jazz,bebop,trumpet","rising,song,dizzy gillespie","Adjective+Type pattern: ""Rising Song"""
Blue Track,Dizzy Gillespie,,73,"jazz,bebop,trumpet","blue,track,dizzy gillespie","Adjective+Type pattern: ""Blue Track"""
Red Track,Dizzy Gillespie,,87,"jazz,bebop,trumpet","red,track,dizzy gillespie","Adjective+Type pattern: ""Red Track"""
Golden Track,Dizzy Gillespie,,84,"jazz,bebop,trumpet","golden,track,dizzy gillespie","Adjective+Type pattern: ""Golden Track"""
Silver Track,Dizzy Gillespie,,78,"jazz,bebop,trumpet","silver,track,dizzy gillespie","Adjective+Type pattern: ""Silver Track"""
Dark Track,Dizzy Gillespie,,67,"jazz,bebop,trumpet","dark,track,dizzy gillespie","Adjective+Type pattern: ""Dark Track"""
Bright Track,Dizzy Gillespie,,93,"jazz,bebop,trumpet","bright,track,dizzy gillespie","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Dizzy Gillespie,,79,"jazz,bebop,trumpet","sweet,track,dizzy gillespie","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Dizzy Gillespie,,70,"jazz,bebop,trumpet","wild,track,dizzy gillespie","Adjective+Type pattern: ""Wild Track"""
Free Track,Dizzy Gillespie,,65,"jazz,bebop,trumpet","free,track,dizzy gillespie","Adjective+Type pattern: ""Free Track"""
Blue Song,B.B. King,,74,"blues,electric,guitar","blue,song,b.b. king","Adjective+Type pattern: ""Blue Song"""
Red Song,B.B. King,,66,"blues,electric,guitar","red,song,b.b. king","Adjective+Type pattern: ""Red Song"""
Golden Song,B.B. King,,76,"blues,electric,guitar","golden,song,b.b. king","Adjective+Type pattern: ""Golden Song"""
Silver Song,B.B. King,,62,"blues,electric,guitar","silver,song,b.b. king","Adjective+Type pattern: ""Silver Song"""
Dark Song,B.B. King,,67,"blues,electric,guitar","dark,song,b.b. king","Adjective+Type pattern: ""Dark Song"""
Bright Song,B.B. King,,60,"blues,electric,guitar","bright,song,b.b. king","Adjective+Type pattern: ""Bright Song"""
Sweet Song,B.B. King,,78,"blues,electric,guitar","sweet,song,b.b. king","Adjective+Type pattern: ""Sweet Song"""
Wild Song,B.B. King,,73,"blues,electric,guitar","wild,song,b.b. king","Adjective+Type pattern: ""Wild Song"""
Free Song,B.B. King,,88,"blues,electric,guitar","free,song,b.b. king","Adjective+Type pattern: ""Free Song"""
Lost Song,B.B. King,,69,"blues,electric,guitar","lost,song,b.b. king","Exact match: ""Lost Song"""
Found Song,B.B. King,,65,"blues,electric,guitar","found,song,b.b. king","Exact match: ""Found Song"""
True Song,B.B. King,,80,"blues,electric,guitar","true,song,b.b. king","Exact match: ""True Song"""
Faded Song,B.B. King,,66,"blues,electric,guitar","faded,song,b.b. king","Adjective+Type pattern: ""Faded Song"""
Shining Song,B.B. King,,91,"blues,electric,guitar","shining,song,b.b. king","Adjective+Type pattern: ""Shining Song"""
Burning Song,B.B. King,,67,"blues,electric,guitar","burning,song,b.b. king","Adjective+Type pattern: ""Burning Song"""
Rising Song,B.B. King,,67,"blues,electric,guitar","rising,song,b.b. king","Adjective+Type pattern: ""Rising Song"""
Blue Track,B.B. King,,66,"blues,electric,guitar","blue,track,b.b. king","Adjective+Type pattern: ""Blue Track"""
Red Track,B.B. King,,68,"blues,electric,guitar","red,track,b.b. king","Adjective+Type pattern: ""Red Track"""
Golden Track,B.B. King,,75,"blues,electric,guitar","golden,track,b.b. king","Adjective+Type pattern: ""Golden Track"""
Silver Track,B.B. King,,73,"blues,electric,guitar","silver,track,b.b. king","Adjective+Type pattern: ""Silver Track"""
Dark Track,B.B. King,,76,"blues,electric,guitar","dark,track,b.b. king","Adjective+Type pattern: ""Dark Track"""
Bright Track,B.B. King,,88,"blues,electric,guitar","bright,track,b.b. king","Adjective+Type pattern: ""Bright Track"""
Sweet Track,B.B. King,,75,"blues,electric,guitar","sweet,track,b.b. king","Adjective+Type pattern: ""Sweet Track"""
Wild Track,B.B. King,,61,"blues,electric,guitar","wild,track,b.b. king","Adjective+Type pattern: ""Wild Track"""
Free Track,B.B. King,,88,"blues,electric,guitar","free,track,b.b. king","Adjective+Type pattern: ""Free Track"""
Blue Song,Muddy Waters,,61,"blues,chicago,electric","blue,song,muddy waters","Adjective+Type pattern: ""Blue Song"""
Red Song,Muddy Waters,,75,"blues,chicago,electric","red,song,muddy waters","Adjective+Type pattern: ""Red Song"""
Golden Song,Muddy Waters,,63,"blues,chicago,electric","golden,song,muddy waters","Adjective+Type pattern: ""Golden Song"""
Silver Song,Muddy Waters,,79,"blues,chicago,electric","silver,song,muddy waters","Adjective+Type pattern: ""Silver Song"""
Dark Song,Muddy Waters,,82,"blues,chicago,electric","dark,song,muddy waters","Adjective+Type pattern: ""Dark Song"""
Bright Song,Muddy Waters,,70,"blues,chicago,electric","bright,song,muddy waters","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Muddy Waters,,73,"blues,chicago,electric","sweet,song,muddy waters","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Muddy Waters,,70,"blues,chicago,electric","wild,song,muddy waters","Adjective+Type pattern: ""Wild Song"""
Free Song,Muddy Waters,,72,"blues,chicago,electric","free,song,muddy waters","Adjective+Type pattern: ""Free Song"""
Lost Song,Muddy Waters,,80,"blues,chicago,electric","lost,song,muddy waters","Exact match: ""Lost Song"""
Found Song,Muddy Waters,,87,"blues,chicago,electric","found,song,muddy waters","Exact match: ""Found Song"""
True Song,Muddy Waters,,80,"blues,chicago,electric","true,song,muddy waters","Exact match: ""True Song"""
Faded Song,Muddy Waters,,80,"blues,chicago,electric","faded,song,muddy waters","Adjective+Type pattern: ""Faded Song"""
Shining Song,Muddy Waters,,63,"blues,chicago,electric","shining,song,muddy waters","Adjective+Type pattern: ""Shining Song"""
Burning Song,Muddy Waters,,64,"blues,chicago,electric","burning,song,muddy waters","Adjective+Type pattern: ""Burning Song"""
Rising Song,Muddy Waters,,64,"blues,chicago,electric","rising,song,muddy waters","Adjective+Type pattern: ""Rising Song"""
Blue Track,Muddy Waters,,86,"blues,chicago,electric","blue,track,muddy waters","Adjective+Type pattern: ""Blue Track"""
Red Track,Muddy Waters,,79,"blues,chicago,electric","red,track,muddy waters","Adjective+Type pattern: ""Red Track"""
Golden Track,Muddy Waters,,61,"blues,chicago,electric","golden,track,muddy waters","Adjective+Type pattern: ""Golden Track"""
Silver Track,Muddy Waters,,86,"blues,chicago,electric","silver,track,muddy waters","Adjective+Type pattern: ""Silver Track"""
Blue Song,Howlin' Wolf,,63,"blues,chicago,electric","blue,song,howlin' wolf","Adjective+Type pattern: ""Blue Song"""
Red Song,Howlin' Wolf,,66,"blues,chicago,electric","red,song,howlin' wolf","Adjective+Type pattern: ""Red Song"""
Golden Song,Howlin' Wolf,,90,"blues,chicago,electric","golden,song,howlin' wolf","Adjective+Type pattern: ""Golden Song"""
Silver Song,Howlin' Wolf,,62,"blues,chicago,electric","silver,song,howlin' wolf","Adjective+Type pattern: ""Silver Song"""
Dark Song,Howlin' Wolf,,82,"blues,chicago,electric","dark,song,howlin' wolf","Adjective+Type pattern: ""Dark Song"""
Bright Song,Howlin' Wolf,,75,"blues,chicago,electric","bright,song,howlin' wolf","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Howlin' Wolf,,81,"blues,chicago,electric","sweet,song,howlin' wolf","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Howlin' Wolf,,83,"blues,chicago,electric","wild,song,howlin' wolf","Adjective+Type pattern: ""Wild Song"""
Free Song,Howlin' Wolf,,87,"blues,chicago,electric","free,song,howlin' wolf","Adjective+Type pattern: ""Free Song"""
Lost Song,Howlin' Wolf,,67,"blues,chicago,electric","lost,song,howlin' wolf","Exact match: ""Lost Song"""
Found Song,Howlin' Wolf,,74,"blues,chicago,electric","found,song,howlin' wolf","Exact match: ""Found Song"""
True Song,Howlin' Wolf,,86,"blues,chicago,electric","true,song,howlin' wolf","Exact match: ""True Song"""
Faded Song,Howlin' Wolf,,87,"blues,chicago,electric","faded,song,howlin' wolf","Adjective+Type pattern: ""Faded Song"""
Shining Song,Howlin' Wolf,,73,"blues,chicago,electric","shining,song,howlin' wolf","Adjective+Type pattern: ""Shining Song"""
Burning Song,Howlin' Wolf,,87,"blues,chicago,electric","burning,song,howlin' wolf","Adjective+Type pattern: ""Burning Song"""
Blue Song,Stevie Ray Vaughan,,74,"blues,rock,guitar","blue,song,stevie ray vaughan","Adjective+Type pattern: ""Blue Song"""
Red Song,Stevie Ray Vaughan,,91,"blues,rock,guitar","red,song,stevie ray vaughan","Adjective+Type pattern: ""Red Song"""
Golden Song,Stevie Ray Vaughan,,75,"blues,rock,guitar","golden,song,stevie ray vaughan","Adjective+Type pattern: ""Golden Song"""
Silver Song,Stevie Ray Vaughan,,83,"blues,rock,guitar","silver,song,stevie ray vaughan","Adjective+Type pattern: ""Silver Song"""
Dark Song,Stevie Ray Vaughan,,85,"blues,rock,guitar","dark,song,stevie ray vaughan","Adjective+Type pattern: ""Dark Song"""
Bright Song,Stevie Ray Vaughan,,66,"blues,rock,guitar","bright,song,stevie ray vaughan","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Stevie Ray Vaughan,,75,"blues,rock,guitar","sweet,song,stevie ray vaughan","Adjective+Type pattern: ""Sweet Song"""
