title,artist,year,popularity,tags,phrases
Sweet Anthem,Miles Davis,,69,"jazz,trumpet,bebop","sweet,anthem,miles davis"
Wild Anthem,Miles Davis,,90,"jazz,trumpet,bebop","wild,anthem,miles davis"
Blue Song,John Coltrane,,78,"jazz,saxophone,modal","blue,song,john coltrane"
Red Song,John Coltrane,,69,"jazz,saxophone,modal","red,song,john coltrane"
Golden Song,John Coltrane,,94,"jazz,saxophone,modal","golden,song,john coltrane"
Silver Song,John Coltrane,,78,"jazz,saxophone,modal","silver,song,john coltrane"
Dark Song,John Coltrane,,70,"jazz,saxophone,modal","dark,song,john coltrane"
Bright Song,John Coltrane,,76,"jazz,saxophone,modal","bright,song,john coltrane"
Sweet Song,John Coltrane,,77,"jazz,saxophone,modal","sweet,song,john coltrane"
Wild Song,John Coltrane,,71,"jazz,saxophone,modal","wild,song,john coltrane"
Free Song,John Coltrane,,73,"jazz,saxophone,modal","free,song,john coltrane"
Lost Song,John Coltrane,,77,"jazz,saxophone,modal","lost,song,john coltrane"
Found Song,John Coltrane,,74,"jazz,saxophone,modal","found,song,john coltrane"
True Song,John Coltrane,,90,"jazz,saxophone,modal","true,song,john coltrane"
Faded Song,John Coltrane,,72,"jazz,saxophone,modal","faded,song,john coltrane"
Shining Song,John Coltrane,,86,"jazz,saxophone,modal","shining,song,john coltrane"
Burning Song,John Coltrane,,74,"jazz,saxophone,modal","burning,song,john coltrane"
Rising Song,John Coltrane,,87,"jazz,saxophone,modal","rising,song,john coltrane"
Blue Track,John Coltrane,,91,"jazz,saxophone,modal","blue,track,john coltrane"
Red Track,John Coltrane,,84,"jazz,saxophone,modal","red,track,john coltrane"
Golden Track,John Coltrane,,91,"jazz,saxophone,modal","golden,track,john coltrane"
Silver Track,John Coltrane,,68,"jazz,saxophone,modal","silver,track,john coltrane"
Dark Track,John Coltrane,,74,"jazz,saxophone,modal","dark,track,john coltrane"
Bright Track,John Coltrane,,76,"jazz,saxophone,modal","bright,track,john coltrane"
Sweet Track,John Coltrane,,77,"jazz,saxophone,modal","sweet,track,john coltrane"
Wild Track,John Coltrane,,74,"jazz,saxophone,modal","wild,track,john coltrane"
Free Track,John Coltrane,,69,"jazz,saxophone,modal","free,track,john coltrane"
Lost Track,John Coltrane,,75,"jazz,saxophone,modal","lost,track,john coltrane"
Found Track,John Coltrane,,72,"jazz,saxophone,modal","found,track,john coltrane"
True Track,John Coltrane,,86,"jazz,saxophone,modal","true,track,john coltrane"
Faded Track,John Coltrane,,79,"jazz,saxophone,modal","faded,track,john coltrane"
Shining Track,John Coltrane,,66,"jazz,saxophone,modal","shining,track,john coltrane"
Burning Track,John Coltrane,,88,"jazz,saxophone,modal","burning,track,john coltrane"
Rising Track,John Coltrane,,75,"jazz,saxophone,modal","rising,track,john coltrane"
Blue Anthem,John Coltrane,,77,"jazz,saxophone,modal","blue,anthem,john coltrane"
Red Anthem,John Coltrane,,65,"jazz,saxophone,modal","red,anthem,john coltrane"
Golden Anthem,John Coltrane,,69,"jazz,saxophone,modal","golden,anthem,john coltrane"
Blue Song,Duke Ellington,,70,"jazz,big band,swing","blue,song,duke ellington"
Red Song,Duke Ellington,,92,"jazz,big band,swing","red,song,duke ellington"
Golden Song,Duke Ellington,,94,"jazz,big band,swing","golden,song,duke ellington"
Silver Song,Duke Ellington,,79,"jazz,big band,swing","silver,song,duke ellington"
Dark Song,Duke Ellington,,82,"jazz,big band,swing","dark,song,duke ellington"
Bright Song,Duke Ellington,,93,"jazz,big band,swing","bright,song,duke ellington"
Sweet Song,Duke Ellington,,93,"jazz,big band,swing","sweet,song,duke ellington"
Wild Song,Duke Ellington,,73,"jazz,big band,swing","wild,song,duke ellington"
Free Song,Duke Ellington,,83,"jazz,big band,swing","free,song,duke ellington"
Lost Song,Duke Ellington,,77,"jazz,big band,swing","lost,song,duke ellington"
Found Song,Duke Ellington,,66,"jazz,big band,swing","found,song,duke ellington"
True Song,Duke Ellington,,90,"jazz,big band,swing","true,song,duke ellington"
Faded Song,Duke Ellington,,86,"jazz,big band,swing","faded,song,duke ellington"
Shining Song,Duke Ellington,,83,"jazz,big band,swing","shining,song,duke ellington"
Burning Song,Duke Ellington,,69,"jazz,big band,swing","burning,song,duke ellington"
Rising Song,Duke Ellington,,90,"jazz,big band,swing","rising,song,duke ellington"
Blue Track,Duke Ellington,,65,"jazz,big band,swing","blue,track,duke ellington"
Red Track,Duke Ellington,,76,"jazz,big band,swing","red,track,duke ellington"
Golden Track,Duke Ellington,,88,"jazz,big band,swing","golden,track,duke ellington"
Silver Track,Duke Ellington,,93,"jazz,big band,swing","silver,track,duke ellington"
Dark Track,Duke Ellington,,65,"jazz,big band,swing","dark,track,duke ellington"
Bright Track,Duke Ellington,,73,"jazz,big band,swing","bright,track,duke ellington"
Sweet Track,Duke Ellington,,65,"jazz,big band,swing","sweet,track,duke ellington"
Wild Track,Duke Ellington,,93,"jazz,big band,swing","wild,track,duke ellington"
Free Track,Duke Ellington,,89,"jazz,big band,swing","free,track,duke ellington"
Lost Track,Duke Ellington,,65,"jazz,big band,swing","lost,track,duke ellington"
Found Track,Duke Ellington,,91,"jazz,big band,swing","found,track,duke ellington"
True Track,Duke Ellington,,80,"jazz,big band,swing","true,track,duke ellington"
Faded Track,Duke Ellington,,90,"jazz,big band,swing","faded,track,duke ellington"
Shining Track,Duke Ellington,,82,"jazz,big band,swing","shining,track,duke ellington"
Burning Track,Duke Ellington,,85,"jazz,big band,swing","burning,track,duke ellington"
Rising Track,Duke Ellington,,91,"jazz,big band,swing","rising,track,duke ellington"
Blue Anthem,Duke Ellington,,69,"jazz,big band,swing","blue,anthem,duke ellington"
Red Anthem,Duke Ellington,,84,"jazz,big band,swing","red,anthem,duke ellington"
Golden Anthem,Duke Ellington,,65,"jazz,big band,swing","golden,anthem,duke ellington"
Blue Song,Charlie Parker,,93,"jazz,bebop,saxophone","blue,song,charlie parker"
Red Song,Charlie Parker,,73,"jazz,bebop,saxophone","red,song,charlie parker"
Golden Song,Charlie Parker,,68,"jazz,bebop,saxophone","golden,song,charlie parker"
Silver Song,Charlie Parker,,87,"jazz,bebop,saxophone","silver,song,charlie parker"
Dark Song,Charlie Parker,,73,"jazz,bebop,saxophone","dark,song,charlie parker"
Bright Song,Charlie Parker,,65,"jazz,bebop,saxophone","bright,song,charlie parker"
Sweet Song,Charlie Parker,,86,"jazz,bebop,saxophone","sweet,song,charlie parker"
Wild Song,Charlie Parker,,76,"jazz,bebop,saxophone","wild,song,charlie parker"
Free Song,Charlie Parker,,68,"jazz,bebop,saxophone","free,song,charlie parker"
Lost Song,Charlie Parker,,84,"jazz,bebop,saxophone","lost,song,charlie parker"
Found Song,Charlie Parker,,90,"jazz,bebop,saxophone","found,song,charlie parker"
True Song,Charlie Parker,,68,"jazz,bebop,saxophone","true,song,charlie parker"
Faded Song,Charlie Parker,,91,"jazz,bebop,saxophone","faded,song,charlie parker"
Shining Song,Charlie Parker,,83,"jazz,bebop,saxophone","shining,song,charlie parker"
Burning Song,Charlie Parker,,65,"jazz,bebop,saxophone","burning,song,charlie parker"
Rising Song,Charlie Parker,,92,"jazz,bebop,saxophone","rising,song,charlie parker"
Blue Track,Charlie Parker,,92,"jazz,bebop,saxophone","blue,track,charlie parker"
Red Track,Charlie Parker,,76,"jazz,bebop,saxophone","red,track,charlie parker"
Golden Track,Charlie Parker,,66,"jazz,bebop,saxophone","golden,track,charlie parker"
Silver Track,Charlie Parker,,79,"jazz,bebop,saxophone","silver,track,charlie parker"
Dark Track,Charlie Parker,,70,"jazz,bebop,saxophone","dark,track,charlie parker"
Bright Track,Charlie Parker,,94,"jazz,bebop,saxophone","bright,track,charlie parker"
Sweet Track,Charlie Parker,,94,"jazz,bebop,saxophone","sweet,track,charlie parker"
Wild Track,Charlie Parker,,69,"jazz,bebop,saxophone","wild,track,charlie parker"
Free Track,Charlie Parker,,73,"jazz,bebop,saxophone","free,track,charlie parker"
Lost Track,Charlie Parker,,84,"jazz,bebop,saxophone","lost,track,charlie parker"
Found Track,Charlie Parker,,81,"jazz,bebop,saxophone","found,track,charlie parker"
True Track,Charlie Parker,,73,"jazz,bebop,saxophone","true,track,charlie parker"
Faded Track,Charlie Parker,,94,"jazz,bebop,saxophone","faded,track,charlie parker"
Shining Track,Charlie Parker,,94,"jazz,bebop,saxophone","shining,track,charlie parker"
Blue Song,Billie Holiday,,86,"jazz,vocal,blues","blue,song,billie holiday"
Red Song,Billie Holiday,,75,"jazz,vocal,blues","red,song,billie holiday"
Golden Song,Billie Holiday,,67,"jazz,vocal,blues","golden,song,billie holiday"
Silver Song,Billie Holiday,,89,"jazz,vocal,blues","silver,song,billie holiday"
Dark Song,Billie Holiday,,79,"jazz,vocal,blues","dark,song,billie holiday"
Bright Song,Billie Holiday,,77,"jazz,vocal,blues","bright,song,billie holiday"
Sweet Song,Billie Holiday,,75,"jazz,vocal,blues","sweet,song,billie holiday"
Wild Song,Billie Holiday,,87,"jazz,vocal,blues","wild,song,billie holiday"
Free Song,Billie Holiday,,69,"jazz,vocal,blues","free,song,billie holiday"
Lost Song,Billie Holiday,,82,"jazz,vocal,blues","lost,song,billie holiday"
Found Song,Billie Holiday,,77,"jazz,vocal,blues","found,song,billie holiday"
True Song,Billie Holiday,,82,"jazz,vocal,blues","true,song,billie holiday"
Faded Song,Billie Holiday,,71,"jazz,vocal,blues","faded,song,billie holiday"
Shining Song,Billie Holiday,,84,"jazz,vocal,blues","shining,song,billie holiday"
Burning Song,Billie Holiday,,76,"jazz,vocal,blues","burning,song,billie holiday"
Rising Song,Billie Holiday,,70,"jazz,vocal,blues","rising,song,billie holiday"
Blue Track,Billie Holiday,,73,"jazz,vocal,blues","blue,track,billie holiday"
Red Track,Billie Holiday,,84,"jazz,vocal,blues","red,track,billie holiday"
Golden Track,Billie Holiday,,83,"jazz,vocal,blues","golden,track,billie holiday"
Silver Track,Billie Holiday,,92,"jazz,vocal,blues","silver,track,billie holiday"
Dark Track,Billie Holiday,,83,"jazz,vocal,blues","dark,track,billie holiday"
Bright Track,Billie Holiday,,94,"jazz,vocal,blues","bright,track,billie holiday"
Sweet Track,Billie Holiday,,84,"jazz,vocal,blues","sweet,track,billie holiday"
Wild Track,Billie Holiday,,92,"jazz,vocal,blues","wild,track,billie holiday"
Free Track,Billie Holiday,,78,"jazz,vocal,blues","free,track,billie holiday"
Lost Track,Billie Holiday,,89,"jazz,vocal,blues","lost,track,billie holiday"
Found Track,Billie Holiday,,69,"jazz,vocal,blues","found,track,billie holiday"
True Track,Billie Holiday,,94,"jazz,vocal,blues","true,track,billie holiday"
Faded Track,Billie Holiday,,72,"jazz,vocal,blues","faded,track,billie holiday"
Shining Track,Billie Holiday,,65,"jazz,vocal,blues","shining,track,billie holiday"
Blue Song,Thelonious Monk,,69,"jazz,piano,bebop","blue,song,thelonious monk"
Red Song,Thelonious Monk,,77,"jazz,piano,bebop","red,song,thelonious monk"
Golden Song,Thelonious Monk,,68,"jazz,piano,bebop","golden,song,thelonious monk"
Silver Song,Thelonious Monk,,69,"jazz,piano,bebop","silver,song,thelonious monk"
Dark Song,Thelonious Monk,,80,"jazz,piano,bebop","dark,song,thelonious monk"
Bright Song,Thelonious Monk,,76,"jazz,piano,bebop","bright,song,thelonious monk"
Sweet Song,Thelonious Monk,,69,"jazz,piano,bebop","sweet,song,thelonious monk"
Wild Song,Thelonious Monk,,82,"jazz,piano,bebop","wild,song,thelonious monk"
Free Song,Thelonious Monk,,84,"jazz,piano,bebop","free,song,thelonious monk"
Lost Song,Thelonious Monk,,68,"jazz,piano,bebop","lost,song,thelonious monk"
Found Song,Thelonious Monk,,94,"jazz,piano,bebop","found,song,thelonious monk"
True Song,Thelonious Monk,,78,"jazz,piano,bebop","true,song,thelonious monk"
Faded Song,Thelonious Monk,,88,"jazz,piano,bebop","faded,song,thelonious monk"
Shining Song,Thelonious Monk,,86,"jazz,piano,bebop","shining,song,thelonious monk"
Burning Song,Thelonious Monk,,68,"jazz,piano,bebop","burning,song,thelonious monk"
Rising Song,Thelonious Monk,,79,"jazz,piano,bebop","rising,song,thelonious monk"
Blue Track,Thelonious Monk,,92,"jazz,piano,bebop","blue,track,thelonious monk"
Red Track,Thelonious Monk,,66,"jazz,piano,bebop","red,track,thelonious monk"
Golden Track,Thelonious Monk,,84,"jazz,piano,bebop","golden,track,thelonious monk"
Silver Track,Thelonious Monk,,80,"jazz,piano,bebop","silver,track,thelonious monk"
Dark Track,Thelonious Monk,,86,"jazz,piano,bebop","dark,track,thelonious monk"
Bright Track,Thelonious Monk,,79,"jazz,piano,bebop","bright,track,thelonious monk"
Sweet Track,Thelonious Monk,,82,"jazz,piano,bebop","sweet,track,thelonious monk"
Wild Track,Thelonious Monk,,85,"jazz,piano,bebop","wild,track,thelonious monk"
Free Track,Thelonious Monk,,86,"jazz,piano,bebop","free,track,thelonious monk"
Lost Track,Thelonious Monk,,83,"jazz,piano,bebop","lost,track,thelonious monk"
Found Track,Thelonious Monk,,88,"jazz,piano,bebop","found,track,thelonious monk"
True Track,Thelonious Monk,,84,"jazz,piano,bebop","true,track,thelonious monk"
Faded Track,Thelonious Monk,,66,"jazz,piano,bebop","faded,track,thelonious monk"
Shining Track,Thelonious Monk,,74,"jazz,piano,bebop","shining,track,thelonious monk"
Blue Song,Count Basie,,74,"jazz,big band,swing","blue,song,count basie"
Red Song,Count Basie,,72,"jazz,big band,swing","red,song,count basie"
Golden Song,Count Basie,,70,"jazz,big band,swing","golden,song,count basie"
Silver Song,Count Basie,,77,"jazz,big band,swing","silver,song,count basie"
Dark Song,Count Basie,,94,"jazz,big band,swing","dark,song,count basie"
Bright Song,Count Basie,,76,"jazz,big band,swing","bright,song,count basie"
Sweet Song,Count Basie,,71,"jazz,big band,swing","sweet,song,count basie"
Wild Song,Count Basie,,84,"jazz,big band,swing","wild,song,count basie"
Free Song,Count Basie,,75,"jazz,big band,swing","free,song,count basie"
Lost Song,Count Basie,,69,"jazz,big band,swing","lost,song,count basie"
Found Song,Count Basie,,89,"jazz,big band,swing","found,song,count basie"
True Song,Count Basie,,72,"jazz,big band,swing","true,song,count basie"
Faded Song,Count Basie,,70,"jazz,big band,swing","faded,song,count basie"
Shining Song,Count Basie,,73,"jazz,big band,swing","shining,song,count basie"
Burning Song,Count Basie,,79,"jazz,big band,swing","burning,song,count basie"
Rising Song,Count Basie,,84,"jazz,big band,swing","rising,song,count basie"
Blue Track,Count Basie,,88,"jazz,big band,swing","blue,track,count basie"
Red Track,Count Basie,,86,"jazz,big band,swing","red,track,count basie"
Golden Track,Count Basie,,76,"jazz,big band,swing","golden,track,count basie"
Silver Track,Count Basie,,68,"jazz,big band,swing","silver,track,count basie"
Dark Track,Count Basie,,71,"jazz,big band,swing","dark,track,count basie"
Bright Track,Count Basie,,80,"jazz,big band,swing","bright,track,count basie"
Sweet Track,Count Basie,,71,"jazz,big band,swing","sweet,track,count basie"
Wild Track,Count Basie,,83,"jazz,big band,swing","wild,track,count basie"
Free Track,Count Basie,,71,"jazz,big band,swing","free,track,count basie"
Blue Song,Dizzy Gillespie,,70,"jazz,bebop,trumpet","blue,song,dizzy gillespie"
Red Song,Dizzy Gillespie,,94,"jazz,bebop,trumpet","red,song,dizzy gillespie"
Golden Song,Dizzy Gillespie,,73,"jazz,bebop,trumpet","golden,song,dizzy gillespie"
Silver Song,Dizzy Gillespie,,91,"jazz,bebop,trumpet","silver,song,dizzy gillespie"
Dark Song,Dizzy Gillespie,,79,"jazz,bebop,trumpet","dark,song,dizzy gillespie"
Bright Song,Dizzy Gillespie,,78,"jazz,bebop,trumpet","bright,song,dizzy gillespie"
Sweet Song,Dizzy Gillespie,,81,"jazz,bebop,trumpet","sweet,song,dizzy gillespie"
Wild Song,Dizzy Gillespie,,71,"jazz,bebop,trumpet","wild,song,dizzy gillespie"
Free Song,Dizzy Gillespie,,83,"jazz,bebop,trumpet","free,song,dizzy gillespie"
Lost Song,Dizzy Gillespie,,84,"jazz,bebop,trumpet","lost,song,dizzy gillespie"
Found Song,Dizzy Gillespie,,77,"jazz,bebop,trumpet","found,song,dizzy gillespie"
True Song,Dizzy Gillespie,,71,"jazz,bebop,trumpet","true,song,dizzy gillespie"
Faded Song,Dizzy Gillespie,,69,"jazz,bebop,trumpet","faded,song,dizzy gillespie"
Shining Song,Dizzy Gillespie,,68,"jazz,bebop,trumpet","shining,song,dizzy gillespie"
Burning Song,Dizzy Gillespie,,77,"jazz,bebop,trumpet","burning,song,dizzy gillespie"
Rising Song,Dizzy Gillespie,,80,"jazz,bebop,trumpet","rising,song,dizzy gillespie"
Blue Track,Dizzy Gillespie,,73,"jazz,bebop,trumpet","blue,track,dizzy gillespie"
Red Track,Dizzy Gillespie,,87,"jazz,bebop,trumpet","red,track,dizzy gillespie"
Golden Track,Dizzy Gillespie,,84,"jazz,bebop,trumpet","golden,track,dizzy gillespie"
Silver Track,Dizzy Gillespie,,78,"jazz,bebop,trumpet","silver,track,dizzy gillespie"
Dark Track,Dizzy Gillespie,,67,"jazz,bebop,trumpet","dark,track,dizzy gillespie"
Bright Track,Dizzy Gillespie,,93,"jazz,bebop,trumpet","bright,track,dizzy gillespie"
Sweet Track,Dizzy Gillespie,,79,"jazz,bebop,trumpet","sweet,track,dizzy gillespie"
Wild Track,Dizzy Gillespie,,70,"jazz,bebop,trumpet","wild,track,dizzy gillespie"
Free Track,Dizzy Gillespie,,65,"jazz,bebop,trumpet","free,track,dizzy gillespie"
The Thrill Is Gone,B.B. King,1969,68,"blues,electric,guitar","thrill is gone,gone away,set me free"
Cross Road Blues,Robert Johnson,1936,89,"blues,delta,acoustic","crossroads,down to the crossroad,fell down on knees"
Sweet Home Chicago,Robert Johnson,1936,78,"blues,standard","sweet home chicago,baby don't you,come on"
Pride and Joy,Stevie Ray Vaughan,1983,77,"blues,rock,guitar","pride and joy,my,little baby"
Blue Song,B.B. King,,74,"blues,electric,guitar","blue,song,b.b. king"
Red Song,B.B. King,,66,"blues,electric,guitar","red,song,b.b. king"
Golden Song,B.B. King,,76,"blues,electric,guitar","golden,song,b.b. king"
Silver Song,B.B. King,,62,"blues,electric,guitar","silver,song,b.b. king"
Dark Song,B.B. King,,67,"blues,electric,guitar","dark,song,b.b. king"
Bright Song,B.B. King,,60,"blues,electric,guitar","bright,song,b.b. king"
Sweet Song,B.B. King,,78,"blues,electric,guitar","sweet,song,b.b. king"
Wild Song,B.B. King,,73,"blues,electric,guitar","wild,song,b.b. king"
Free Song,B.B. King,,88,"blues,electric,guitar","free,song,b.b. king"
Lost Song,B.B. King,,69,"blues,electric,guitar","lost,song,b.b. king"
Found Song,B.B. King,,65,"blues,electric,guitar","found,song,b.b. king"
True Song,B.B. King,,80,"blues,electric,guitar","true,song,b.b. king"
Faded Song,B.B. King,,66,"blues,electric,guitar","faded,song,b.b. king"
Shining Song,B.B. King,,91,"blues,electric,guitar","shining,song,b.b. king"
Burning Song,B.B. King,,67,"blues,electric,guitar","burning,song,b.b. king"
Rising Song,B.B. King,,67,"blues,electric,guitar","rising,song,b.b. king"
Blue Track,B.B. King,,66,"blues,electric,guitar","blue,track,b.b. king"
Red Track,B.B. King,,68,"blues,electric,guitar","red,track,b.b. king"
Golden Track,B.B. King,,75,"blues,electric,guitar","golden,track,b.b. king"
Silver Track,B.B. King,,73,"blues,electric,guitar","silver,track,b.b. king"
Dark Track,B.B. King,,76,"blues,electric,guitar","dark,track,b.b. king"
Bright Track,B.B. King,,88,"blues,electric,guitar","bright,track,b.b. king"
Sweet Track,B.B. King,,75,"blues,electric,guitar","sweet,track,b.b. king"
Wild Track,B.B. King,,61,"blues,electric,guitar","wild,track,b.b. king"
Free Track,B.B. King,,88,"blues,electric,guitar","free,track,b.b. king"
Blue Song,Muddy Waters,,61,"blues,chicago,electric","blue,song,muddy waters"
Red Song,Muddy Waters,,75,"blues,chicago,electric","red,song,muddy waters"
Golden Song,Muddy Waters,,63,"blues,chicago,electric","golden,song,muddy waters"
Silver Song,Muddy Waters,,79,"blues,chicago,electric","silver,song,muddy waters"
Dark Song,Muddy Waters,,82,"blues,chicago,electric","dark,song,muddy waters"
Bright Song,Muddy Waters,,70,"blues,chicago,electric","bright,song,muddy waters"
Sweet Song,Muddy Waters,,73,"blues,chicago,electric","sweet,song,muddy waters"
Wild Song,Muddy Waters,,70,"blues,chicago,electric","wild,song,muddy waters"
Free Song,Muddy Waters,,72,"blues,chicago,electric","free,song,muddy waters"
Lost Song,Muddy Waters,,80,"blues,chicago,electric","lost,song,muddy waters"
Found Song,Muddy Waters,,87,"blues,chicago,electric","found,song,muddy waters"
True Song,Muddy Waters,,80,"blues,chicago,electric","true,song,muddy waters"
Faded Song,Muddy Waters,,80,"blues,chicago,electric","faded,song,muddy waters"
Shining Song,Muddy Waters,,63,"blues,chicago,electric","shining,song,muddy waters"
Burning Song,Muddy Waters,,64,"blues,chicago,electric","burning,song,muddy waters"
Rising Song,Muddy Waters,,64,"blues,chicago,electric","rising,song,muddy waters"
Blue Track,Muddy Waters,,86,"blues,chicago,electric","blue,track,muddy waters"
Red Track,Muddy Waters,,79,"blues,chicago,electric","red,track,muddy waters"
Golden Track,Muddy Waters,,61,"blues,chicago,electric","golden,track,muddy waters"
Silver Track,Muddy Waters,,86,"blues,chicago,electric","silver,track,muddy waters"
Blue Song,Howlin' Wolf,,63,"blues,chicago,electric","blue,song,howlin' wolf"
Red Song,Howlin' Wolf,,66,"blues,chicago,electric","red,song,howlin' wolf"
Golden Song,Howlin' Wolf,,90,"blues,chicago,electric","golden,song,howlin' wolf"
Silver Song,Howlin' Wolf,,62,"blues,chicago,electric","silver,song,howlin' wolf"
Dark Song,Howlin' Wolf,,82,"blues,chicago,electric","dark,song,howlin' wolf"
Bright Song,Howlin' Wolf,,75,"blues,chicago,electric","bright,song,howlin' wolf"
Sweet Song,Howlin' Wolf,,81,"blues,chicago,electric","sweet,song,howlin' wolf"
Wild Song,Howlin' Wolf,,83,"blues,chicago,electric","wild,song,howlin' wolf"
Free Song,Howlin' Wolf,,87,"blues,chicago,electric","free,song,howlin' wolf"
Lost Song,Howlin' Wolf,,67,"blues,chicago,electric","lost,song,howlin' wolf"
Found Song,Howlin' Wolf,,74,"blues,chicago,electric","found,song,howlin' wolf"
True Song,Howlin' Wolf,,86,"blues,chicago,electric","true,song,howlin' wolf"
Faded Song,Howlin' Wolf,,87,"blues,chicago,electric","faded,song,howlin' wolf"
Shining Song,Howlin' Wolf,,73,"blues,chicago,electric","shining,song,howlin' wolf"
Burning Song,Howlin' Wolf,,87,"blues,chicago,electric","burning,song,howlin' wolf"
Blue Song,Stevie Ray Vaughan,,74,"blues,rock,guitar","blue,song,stevie ray vaughan"
Red Song,Stevie Ray Vaughan,,91,"blues,rock,guitar","red,song,stevie ray vaughan"
Golden Song,Stevie Ray Vaughan,,75,"blues,rock,guitar","golden,song,stevie ray vaughan"
Silver Song,Stevie Ray Vaughan,,83,"blues,rock,guitar","silver,song,stevie ray vaughan"
Dark Song,Stevie Ray Vaughan,,85,"blues,rock,guitar","dark,song,stevie ray vaughan"
Bright Song,Stevie Ray Vaughan,,66,"blues,rock,guitar","bright,song,stevie ray vaughan"
Sweet Song,Stevie Ray Vaughan,,75,"blues,rock,guitar","sweet,song,stevie ray vaughan"
Wild Song,Stevie Ray Vaughan,,69,"blues,rock,guitar","wild,song,stevie ray vaughan"
Free Song,Stevie Ray Vaughan,,81,"blues,rock,guitar","free,song,stevie ray vaughan"
Lost Song,Stevie Ray Vaughan,,70,"blues,rock,guitar","lost,song,stevie ray vaughan"
Found Song,Stevie Ray Vaughan,,65,"blues,rock,guitar","found,song,stevie ray vaughan"
True Song,Stevie Ray Vaughan,,75,"blues,rock,guitar","true,song,stevie ray vaughan"
Faded Song,Stevie Ray Vaughan,,72,"blues,rock,guitar","faded,song,stevie ray vaughan"
Shining Song,Stevie Ray Vaughan,,71,"blues,rock,guitar","shining,song,stevie ray vaughan"
Burning Song,Stevie Ray Vaughan,,60,"blues,rock,guitar","burning,song,stevie ray vaughan"
Rising Song,Stevie Ray Vaughan,,89,"blues,rock,guitar","rising,song,stevie ray vaughan"
Blue Track,Stevie Ray Vaughan,,66,"blues,rock,guitar","blue,track,stevie ray vaughan"
Red Track,Stevie Ray Vaughan,,63,"blues,rock,guitar","red,track,stevie ray vaughan"
Golden Track,Stevie Ray Vaughan,,72,"blues,rock,guitar","golden,track,stevie ray vaughan"
Silver Track,Stevie Ray Vaughan,,71,"blues,rock,guitar","silver,track,stevie ray vaughan"
Blue Song,John Lee Hooker,,85,"blues,boogie,electric","blue,song,john lee hooker"
Red Song,John Lee Hooker,,65,"blues,boogie,electric","red,song,john lee hooker"
Golden Song,John Lee Hooker,,75,"blues,boogie,electric","golden,song,john lee hooker"
Silver Song,John Lee Hooker,,79,"blues,boogie,electric","silver,song,john lee hooker"
Dark Song,John Lee Hooker,,89,"blues,boogie,electric","dark,song,john lee hooker"
Bright Song,John Lee Hooker,,73,"blues,boogie,electric","bright,song,john lee hooker"
Sweet Song,John Lee Hooker,,72,"blues,boogie,electric","sweet,song,john lee hooker"
Wild Song,John Lee Hooker,,68,"blues,boogie,electric","wild,song,john lee hooker"
Free Song,John Lee Hooker,,89,"blues,boogie,electric","free,song,john lee hooker"
Lost Song,John Lee Hooker,,63,"blues,boogie,electric","lost,song,john lee hooker"
Found Song,John Lee Hooker,,75,"blues,boogie,electric","found,song,john lee hooker"
True Song,John Lee Hooker,,85,"blues,boogie,electric","true,song,john lee hooker"
Faded Song,John Lee Hooker,,77,"blues,boogie,electric","faded,song,john lee hooker"
Shining Song,John Lee Hooker,,86,"blues,boogie,electric","shining,song,john lee hooker"
Burning Song,John Lee Hooker,,69,"blues,boogie,electric","burning,song,john lee hooker"
I Walk the Line,Johnny Cash,1956,93,"country,classic,outlaw","walk the line,because you're mine,keep close watch"
Ring of Fire,Johnny Cash,1963,87,"country,classic,mariachi","ring of fire,love is burning,flames went higher"
Jolene,Dolly Parton,1973,65,"country,classic,plea","jolene,please don't take,my man"
9 to 5,Dolly Parton,1980,72,"country,pop,working class","nine to five,working,pour myself,cup of ambition"
Stand By Your Man,Tammy Wynette,1968,75,"country,classic,traditional","stand by your man,forgive,understand"
Crazy,Patsy Cline,1961,71,"country,classic,ballad","crazy,feeling lonely,falling in love"
Friends in Low Places,Garth Brooks,1990,78,"country,90s,party","friends low places,blame it,whiskey ain't working"
The Dance,Garth Brooks,1990,89,"country,ballad,90s","dance,looking back,pain,worth it"
Before He Cheats,Carrie Underwood,2005,78,"country,2000s,revenge","before he cheats,right now,probably,key his car"
Need You Now,Lady A,2009,70,"country,pop,2000s","need you now,quarter after one,drunk"
Wagon Wheel,Darius Rucker,2013,93,"country,folk,2010s","wagon wheel,rock me mama,roanoke"
Cruise,Florida Georgia Line,2012,77,"country,bro country,2010s","cruise,baby you a song,radio on"
Die a Happy Man,Thomas Rhett,2015,74,"country,romantic,2010s","die happy man,baby that dress,all i need"
Meant to Be,Bebe Rexha & Florida Georgia Line,2017,81,"country,pop,2010s","meant to be,baby lay,your head,shoulder"
Girl Crush,Little Big Town,2014,72,"country,2010s,emotional","girl crush,want taste,lips,jealous"
Blue Song,Johnny Cash,,71,"country,outlaw,classic","blue,song,johnny cash"
Red Song,Johnny Cash,,75,"country,outlaw,classic","red,song,johnny cash"
Golden Song,Johnny Cash,,78,"country,outlaw,classic","golden,song,johnny cash"
Silver Song,Johnny Cash,,67,"country,outlaw,classic","silver,song,johnny cash"
Dark Song,Johnny Cash,,71,"country,outlaw,classic","dark,song,johnny cash"
Bright Song,Johnny Cash,,75,"country,outlaw,classic","bright,song,johnny cash"
Sweet Song,Johnny Cash,,91,"country,outlaw,classic","sweet,song,johnny cash"
